,app_name,publisher,discount_price,early_access,genres,id,metascore,price,developer,release_date,reviews_url,sentiment,tags,title,url
12703,Dicey Dungeons,Terry Cavanagh,23.74,0,"Indie,Strategy",861540.0,80.0,23.74,Terry CavanaghTerry Cavanagh,13 Aug 2019,http://steamcommunity.com/app/861540/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Roguelike Deckbuilder,Card Battler,Deckbuilding,Roguelite,Indie,Roguelike,Strategy,Turn-Based,Card Game,Mouse only,Replay Value,Cute,Singleplayer,Colorful,Cartoon,Dungeon Crawler,Casual,Great Soundtrack,RPG,Procedural Generation",Dicey Dungeons,https://store.steampowered.com/app/861540/Dicey_Dungeons/
12709,Warhammer: Vermintide 2 - Winds of Magic,Fatshark,112.49,0,Action,1033060.0,67.0,224.99,FatsharkFatshark,13 Aug 2019,http://steamcommunity.com/app/1033060/reviews/?browsefilter=mostrecent&p=1,Mostly Negative,"Action,Gore,Violent,Co-op,FPS,Online Co-Op,Multiplayer,Hack and Slash,First-Person,Singleplayer,Dark Fantasy,Games Workshop,Atmospheric,Action RPG,Replay Value,PvE,Moddable,Fantasy,Adventure,Indie",Warhammer: Vermintide 2 - Winds of Magic,https://store.steampowered.com/app/1033060/Warhammer_Vermintide_2__Winds_of_Magic/
12718,Eliza,Zachtronics,47.49,0,Indie,716500.0,84.0,47.49,ZachtronicsZachtronics,12 Aug 2019,http://steamcommunity.com/app/716500/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Female Protagonist,Visual Novel,Emotional,Psychological,Indie,Atmospheric,Story Rich,Dystopian,Singleplayer,Great Soundtrack,Beautiful,Choices Matter,Sci-fi,Casual",Eliza,https://store.steampowered.com/app/716500/Eliza/
12800,The Great Perhaps,Daedalic Entertainment,12.99,0,"Adventure,Casual,Indie",1016930.0,54.0,129.99,Caligari GamesDaedalic Entertainment,14 Aug 2019,http://steamcommunity.com/app/1016930/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Adventure,Indie,Casual,Horror,Time Travel,Singleplayer,Sci-fi,Puzzle,Short,2D,Mystery,Third Person,Story Rich,Atmospheric,Exploration,Post-apocalyptic,Cartoony,Stylized,Great Soundtrack,Family Friendly",The Great Perhaps,https://store.steampowered.com/app/1016930/The_Great_Perhaps/
12820,Ion Fury,3D Realms,64.99,0,"Action,Indie",562860.0,79.0,64.99,"Voidpoint, LLC3D Realms",3D RealmsFranchise:Bombshell 15 Aug 2019,http://steamcommunity.com/app/562860/reviews/?browsefilter=mostrecent&p=1,Very Positive,"FPS,Retro,Female Protagonist,Action,Old School,Gore,Cyberpunk,First-Person,Indie,Violent,Shooter,Singleplayer,2.5D,Great Soundtrack,Fast-Paced,1990's,Sci-fi,Classic,Exploration,Difficult",Ion Fury,https://store.steampowered.com/app/562860/Ion_Fury/
12850,Age of Empires: Definitive Edition,Xbox Game Studios,299.0,0,Strategy,1017900.0,69.0,299.0,"Forgotten Empires, TantalusXbox Game Studios",19 Aug 2019,http://steamcommunity.com/app/1017900/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Strategy,RTS,Multiplayer,City Builder,Base Building,Singleplayer,Historical,Classic,Remake,Medieval,Story Rich,Real-Time,Great Soundtrack,Co-op,Action",Age of Empires: Definitive Edition,https://store.steampowered.com/app/1017900/Age_of_Empires_Definitive_Edition/
13044,Pagan: Absent Gods,Mad Head Games,279.99,0,"Action,RPG",992640.0,64.0,279.99,Mad Head GamesMad Head Games,26 Aug 2019,http://steamcommunity.com/app/992640/reviews/?browsefilter=mostrecent&p=1,Mixed,"Hack and Slash,RPG,Action RPG,Loot,Action,Co-op,Fantasy,Early Access,Character Customization,Crafting,Top-Down,Isometric,Difficult,Fast-Paced,Multiplayer,Competitive,Singleplayer",Pagan: Absent Gods,https://store.steampowered.com/app/992640/Pagan_Absent_Gods/
13045,Knights And Bikes,"Foam Sword, PLAYISM",78.99,0,"Action,Adventure,Indie",592480.0,79.0,78.99,"Foam SwordFoam Sword, PLAYISM",26 Aug 2019,http://steamcommunity.com/app/592480/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Adventure,Indie,Co-op,Cute,Female Protagonist,Colorful,Kickstarter,Local Co-Op,2D,Great Soundtrack,Hand-drawn,Story Rich",Knights And Bikes,https://store.steampowered.com/app/592480/Knights_And_Bikes/
13046,Minoria,DANGEN Entertainment,52.24,0,"Action,Adventure,Indie,RPG",940910.0,73.0,52.24,BombserviceDANGEN Entertainment,27 Aug 2019,http://steamcommunity.com/app/940910/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Adventure,Metroidvania,Indie,RPG,Female Protagonist,Anime,Platformer,2D,Souls-like,Difficult,Singleplayer,Side Scroller,Dark Fantasy",Minoria,https://store.steampowered.com/app/940910/Minoria/
13113,Headspun,Wales Interactive,47.99,0,"Adventure,Indie",808770.0,51.0,159.99,SuperstringWales Interactive,28 Aug 2019,http://steamcommunity.com/app/808770/reviews/?browsefilter=mostrecent&p=1,Mixed,"Adventure,Indie,FMV,Point & Click,Story Rich,Visual Novel,Mystery,2D,Puzzle,Singleplayer,Mature,Detective,Dark Humor",Headspun,https://store.steampowered.com/app/808770/Headspun/
13184,Serious Sam Classic: The Second Encounter,Devolver Digital,15.79,0,"Action,Indie",41060.0,85.0,78.99,CroteamDevolver Digital,5 Feb 2002,http://steamcommunity.com/app/41060/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Action,FPS,Classic,Co-op,Shooter,Indie,First-Person,Gore,Multiplayer,Old School,Comedy,Singleplayer,Great Soundtrack,Split Screen,Sci-fi,Local Co-Op,Adventure,Funny,Difficult,Aliens",Serious Sam Classic: The Second Encounter,https://store.steampowered.com/app/41060/Serious_Sam_Classic_The_Second_Encounter/
13185,Serious Sam Classic: The First Encounter,Devolver Digital,15.79,0,"Action,Indie",41050.0,87.0,78.99,CroteamDevolver Digital,21 Mar 2001,http://steamcommunity.com/app/41050/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Action,FPS,Classic,Shooter,Co-op,Indie,Comedy,Multiplayer,Singleplayer,Local Co-Op,Gore,First-Person,Sci-fi,Great Soundtrack,Split Screen,Difficult,Adventure,Funny,Old School,Atmospheric",Serious Sam Classic: The First Encounter,https://store.steampowered.com/app/41050/Serious_Sam_Classic_The_First_Encounter/
13209,Children of Morta,11 bit studios,75.98,0,"Action,Adventure,Indie,RPG",330020.0,82.0,75.98,Dead Mage11 bit studios,11 bit studiosFranchise:11 bit studios 3 Sep 2019,http://steamcommunity.com/app/330020/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Multiplayer,Roguelike,Action Roguelike,Hack and Slash,Action,Roguelite,RPG,Dungeon Crawler,Singleplayer,Local Co-Op,Pixel Graphics,Story Rich,Isometric,Procedural Generation,Action RPG,2D,Co-op,Atmospheric,Fantasy,Action-Adventure",Children of Morta,https://store.steampowered.com/app/330020/Children_of_Morta/
13221,Summer Catchers,Noodlecake,67.99,0,"Action,Adventure,Casual,Indie,Racing",908050.0,61.0,67.99,FaceITNoodlecake,16 Jul 2019,http://steamcommunity.com/app/908050/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Casual,Racing,Indie,Action,Adventure,Atmospheric,Pixel Graphics,Local Co-Op,Story Rich,2D,Side Scroller,Great Soundtrack,Fantasy,Cute,Controller,Mystery,Female Protagonist",Summer Catchers,https://store.steampowered.com/app/908050/Summer_Catchers/
13259,FRACTER,4L GAMES LTD.,94.99,0,"Adventure,Indie",783340.0,64.0,94.99,4L GAMES LTD.4L GAMES LTD.,4L GAMES LTD.Publisher:4L GAMES LTD. 5 Sep 2019,http://steamcommunity.com/app/783340/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Indie,Adventure,Puzzle,Exploration,Minimalist,Action-Adventure,Atmospheric,Singleplayer,3D,Female Protagonist,Puzzle Platformer,Surreal,Dark,Beautiful,Great Soundtrack",FRACTER,https://store.steampowered.com/app/783340/FRACTER/
13261,Green Hell,Creepy Jar,195.99,0,"Action,Adventure,Indie,Simulation",815370.0,78.0,279.99,Creepy JarCreepy Jar,5 Sep 2019,http://steamcommunity.com/app/815370/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Survival,Open World Survival Craft,Open World,Online Co-Op,Crafting,Simulation,Singleplayer,Base Building,Survival Horror,Realistic,Sandbox,Exploration,First-Person,Building,Adventure,Atmospheric,Action-Adventure,Resource Management,Immersive Sim,Indie",Green Hell,https://store.steampowered.com/app/815370/Green_Hell/
13283,Celtic Kings: Rage of War,Haemimont Games,67.99,0,Strategy,827000.0,82.0,67.99,Haemimont GamesHaemimont Games,27 Aug 2002,http://steamcommunity.com/app/827000/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Strategy,RTS,Classic",Celtic Kings: Rage of War,https://store.steampowered.com/app/827000/Celtic_Kings_Rage_of_War/
13335,GreedFall,Focus Home Interactive,307.79,0,RPG,606880.0,72.0,307.79,SpidersFocus Home Interactive,9 Sep 2019,http://steamcommunity.com/app/606880/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"RPG,Open World,Character Customization,Singleplayer,Choices Matter,Story Rich,Third Person,Fantasy,Adventure,Sexual Content,Action,Mature,Action RPG,Action-Adventure,Nudity,Female Protagonist,Atmospheric,Magic,Romance,Souls-like",GreedFall,https://store.steampowered.com/app/606880/GreedFall/
13516,Groundhog Day: Like Father Like Son,Unknown,89.99,0,Unknown,1087500.0,71.0,179.99,Unknown,unknown,http://steamcommunity.com/app/1087500/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,VR,Comedy",Groundhog Day: Like Father Like Son,https://store.steampowered.com/app/1087500/Groundhog_Day_Like_Father_Like_Son/
13649,Espire 1: VR Operative,Unknown,131.99,0,Unknown,669290.0,68.0,329.99,Unknown,unknown,http://steamcommunity.com/app/669290/reviews/?browsefilter=mostrecent&p=1,Mixed,"Action,Adventure,VR,Violent,Stealth,Shooter,Atmospheric,Singleplayer,Sci-fi,FPS,Sandbox,First-Person,Cyberpunk,Military,Story Rich,Tactical,Nonlinear,Voice Control,Nudity,Free to Play",Espire 1: VR Operative,https://store.steampowered.com/app/669290/Espire_1_VR_Operative/
13651,The Surge 2,Focus Home Interactive,646.99,0,"Action,RPG",644830.0,76.0,646.99,Deck13Focus Home Interactive,13Publisher:Focus Home InteractiveFranchise:Focus Home Interactive 23 Sep 2019,http://steamcommunity.com/app/644830/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Souls-like,RPG,Action,Violent,Difficult,Open World,Sci-fi,Singleplayer,Third Person,Cyberpunk,Character Customization,Multiplayer,Gore,Mechs,Hack and Slash,Action RPG,Female Protagonist,Metroidvania,Robots,Nudity",The Surge 2,https://store.steampowered.com/app/644830/The_Surge_2/
13665,Cat Quest II,PQube Limited,0.0,0,"Action,Adventure,Indie,RPG",914710.0,76.0,0.0,The GentlebrosPQube Limited,24 Sep 2019,http://steamcommunity.com/app/914710/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Exploration,Hack and Slash,Action RPG,Character Customization,Action,RPG,2D,Cute,Open World,Funny,Colorful,Cartoony,Cats,Dog,Family Friendly,Loot,Co-op,Fantasy,Magic,Local Co-Op",Cat Quest II,https://store.steampowered.com/app/914710/Cat_Quest_II/
13683,Repressed,ARP Games,129.99,0,"Adventure,Indie",1127820.0,53.0,129.99,Sigur StudioARP Games,26 Sep 2019,http://steamcommunity.com/app/1127820/reviews/?browsefilter=mostrecent&p=1,Unknown,"Adventure,Indie,Puzzle,Story Rich,Great Soundtrack,Exploration,Minimalist,Atmospheric,Singleplayer,Short,Dark,Third Person,Platformer,Psychological,Puzzle Platformer,Logic",Repressed,https://store.steampowered.com/app/1127820/Repressed/
13778,Crime Cities,Techland Publishing,13.49,0,"Action,Simulation",1112570.0,71.0,53.99,TechlandTechland Publishing,31 Jan 2000,http://steamcommunity.com/app/1112570/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Action,Simulation,Cyberpunk,Classic",Crime Cities,https://store.steampowered.com/app/1112570/Crime_Cities/
13828,Destiny 2: Shadowkeep,Bungie,2249.0,0,"Action,Adventure",1090200.0,78.0,2249.0,BungieBungie,1 Oct 2019,http://steamcommunity.com/app/1090200/reviews/?browsefilter=mostrecent&p=1,Mostly Negative,"Adventure,Action,Looter Shooter,FPS,First-Person,MMORPG,Loot,Lore-Rich,Online Co-Op,Massively Multiplayer,Co-op,Shooter,Great Soundtrack,Space,Sci-fi,Atmospheric,Open World,Singleplayer,Competitive,Multiplayer",Destiny 2: Shadowkeep,https://store.steampowered.com/app/1090200/Destiny_2_Shadowkeep/
13829,Destiny 2: Forsaken Pack,Bungie,2249.0,0,"Action,Adventure",1090150.0,84.0,2249.0,BungieBungie,4 Sep 2018,http://steamcommunity.com/app/1090150/reviews/?browsefilter=mostrecent&p=1,Mixed,"Adventure,Action,MMORPG,Multiplayer,First-Person,Shooter,FPS,Looter Shooter,Co-op,Psychological Horror",Destiny 2: Forsaken Pack,https://store.steampowered.com/app/1090150/Destiny_2_Forsaken_Pack/
13830,Destiny 2,Bungie ,0.0,0,"Action,Adventure,Free to Play",1085660.0,83.0,0.0,BungieBungie ,1 Oct 2019,http://steamcommunity.com/app/1085660/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Free to Play,Open World,PvP,Looter Shooter,FPS,PvE,MMORPG,Co-op,Shooter,First-Person,Sci-fi,Action,Loot,Massively Multiplayer,Lore-Rich,Space,Competitive,Adventure,Atmospheric,Cinematic",Destiny 2,https://store.steampowered.com/app/1085660/Destiny_2/
13843,WARSAW,"Pixelated Milk, gaming company",94.49,0,"Indie,RPG",1026420.0,62.0,269.99,"Pixelated MilkPixelated Milk, gaming company",2 Oct 2019,http://steamcommunity.com/app/1026420/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Tactical RPG,Turn-Based Strategy,Wargame,Historical,Strategy RPG,Perma Death,RPG,Difficult,Turn-Based Combat,2D,Roguelite,Party-Based RPG,Strategy,Comic Book,Team-Based,Female Protagonist,Turn-Based Tactics,Hand-drawn,Stylized,Military",WARSAW,https://store.steampowered.com/app/1026420/WARSAW/
13873,Neo Cab,Fellow Traveller,38.99,0,"Adventure,Indie,RPG",794540.0,76.0,38.99,Chance AgencyFellow Traveller,3 Oct 2019,http://steamcommunity.com/app/794540/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Cyberpunk,Visual Novel,Interactive Fiction,Noir,Story Rich,Atmospheric,Multiple Endings,Point & Click,Choices Matter,Conversation,Stylized,Comic Book,Sci-fi,Emotional,2.5D,Adventure,Futuristic,Soundtrack,Singleplayer,Narrative",Neo Cab,https://store.steampowered.com/app/794540/Neo_Cab/
13953,Yooka-Laylee and the Impossible Lair,Team17 Digital Ltd,179.97,0,"Adventure,Indie",846870.0,81.0,179.97,Playtonic GamesTeam17 Digital Ltd,17 Digital LtdFranchise:Yooka-Laylee 8 Oct 2019,http://steamcommunity.com/app/846870/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Indie,Platformer,2.5D,Great Soundtrack,Singleplayer,Colorful,Family Friendly,Funny,Comedy,Exploration,Cute,Puzzle,2D,Side Scroller,Difficult",Yooka-Laylee and the Impossible Lair,https://store.steampowered.com/app/846870/YookaLaylee_and_the_Impossible_Lair/
13966,Indivisible,505 Games,329.49,0,"Action,Indie,RPG",421170.0,78.0,329.49,Lab Zero Games505 Games,505 GamesFranchise:505 Games Official 8 Oct 2019,http://steamcommunity.com/app/421170/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"RPG,Indie,Action,Female Protagonist,Platformer,Anime,Hand-drawn,Metroidvania,2D,Turn-Based Combat,Side Scroller,Singleplayer,Great Soundtrack,Action RPG,Fantasy,JRPG,Colorful,Cute,Local Co-Op,Sexual Content",Indivisible,https://store.steampowered.com/app/421170/Indivisible/
13981,Valfaris,Big Sugar,89.08,0,"Action,Indie",600130.0,86.0,89.08,Steel MantisBig Sugar,10 Oct 2019,http://steamcommunity.com/app/600130/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Indie,Gore,Platformer,Pixel Graphics,2D,Great Soundtrack,Side Scroller,Violent,Retro,Sci-fi,Singleplayer,Dark,Gothic,Shoot 'Em Up,Nudity,Fantasy,Difficult,Horror,Science",Valfaris,https://store.steampowered.com/app/600130/Valfaris/
13994,Fallback,"Endroad, Microids",45.49,0,"Action,Adventure,Indie",864540.0,72.0,129.99,"EndroadEndroad, Microids",11 Oct 2019,http://steamcommunity.com/app/864540/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action Roguelike,2D Platformer,Perma Death,Hack and Slash,Souls-like,Roguelite,Sci-fi,2.5D,Exploration,Difficult,Fighting,Platformer,Roguelike,3D Platformer,Procedural Generation,Action,Dystopian,Atmospheric,Robots,Adventure",Fallback,https://store.steampowered.com/app/864540/Fallback/
14005,Pride Run,Green Man Gaming Publishing,39.99,0,"Casual,Indie,Strategy",848330.0,69.0,39.99,"Steam Factory, Hard Ton, IV ProductionsGreen Man Gaming Publishing",11 Oct 2019,http://steamcommunity.com/app/848330/reviews/?browsefilter=mostrecent&p=1,Positive,"Casual,Indie,Strategy,LGBTQ+,Nudity,Rhythm,Psychological Horror,Sexual Content,Mature,Colorful,Pixel Graphics,Music,Action,Local Co-Op,Great Soundtrack,Arcade,Side Scroller,Retro",Pride Run,https://store.steampowered.com/app/848330/Pride_Run/
14069,OUTBUDDIES DX,Headup,41.99,0,"Action,Adventure,Indie",1083310.0,66.0,209.99,Julian LauferHeadup,15 Oct 2019,http://steamcommunity.com/app/1083310/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Indie,Metroidvania,Action,Adventure,Platformer,Difficult,Pixel Graphics,Exploration,Great Soundtrack,2D,Local Co-Op,Side Scroller,Singleplayer,Atmospheric,Sci-fi,Retro,Nonlinear,Open World,Multiplayer,Souls-like",OUTBUDDIES DX,https://store.steampowered.com/app/1083310/OUTBUDDIES_DX/
14075,Autonauts,Curve Games,112.49,0,"Casual,Indie,Simulation",979120.0,80.0,224.99,DenkiCurve Games,17 Oct 2019,http://steamcommunity.com/app/979120/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Simulation,Indie,Casual,Automation,Programming,Base Building,Colony Sim,Crafting,Cute,Farming Sim,Building,Sandbox,Resource Management,Management,Strategy,Agriculture,Relaxing,Robots,Singleplayer,City Builder",Autonauts,https://store.steampowered.com/app/979120/Autonauts/
14088,The Jackbox Party Pack 6,"Jackbox Games, Inc.",33.99,0,"Casual,Indie",1005300.0,80.0,33.99,"Jackbox Games, Inc.Jackbox Games, Inc.",16 Oct 2019,http://steamcommunity.com/app/1005300/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Trivia,Casual,Indie,Multiplayer,Local Multiplayer,Funny,Comedy,Party,Board Game,Local Co-Op,Co-op,Family Friendly,Party Game,Social Deduction,Singleplayer",The Jackbox Party Pack 6,https://store.steampowered.com/app/1005300/The_Jackbox_Party_Pack_6/
14115,Little Big Workshop,HandyGames,90.99,0,"Simulation,Strategy",574720.0,77.0,90.99,Mirage Game StudiosHandyGames,17 Oct 2019,http://steamcommunity.com/app/574720/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Simulation,Strategy,Management,Building,Resource Management,Sandbox,Economy,Automation,Singleplayer,Indie,3D,Cute,Funny,City Builder,Base Building,Crafting,Casual,Tactical,Isometric,Replay Value",Little Big Workshop,https://store.steampowered.com/app/574720/Little_Big_Workshop/
14121,Six Ages: Ride Like the Wind,Kitfox Games,84.49,0,"RPG,Simulation,Strategy",881420.0,87.0,84.49,A SharpKitfox Games,17 Oct 2019,http://steamcommunity.com/app/881420/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Choices Matter,Interactive Fiction,Simulation,RPG,Strategy,Mythology,Management,Story Rich,Hand-drawn,Fantasy,Turn-Based,Resource Management,Multiple Endings,Atmospheric,Strategy RPG,Exploration,Diplomacy,Choose Your Own Adventure,2D,Indie",Six Ages: Ride Like the Wind,https://store.steampowered.com/app/881420/Six_Ages_Ride_Like_the_Wind/
14179,Moons of Madness,Funcom,149.99,0,Adventure,1012840.0,69.0,299.99,Rock Pocket GamesFuncom,22 Oct 2019,http://steamcommunity.com/app/1012840/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Adventure,Horror,Lovecraftian,Sci-fi,Space,First-Person,Survival,Mars,Psychological Horror,Singleplayer,Atmospheric,Exploration,Thriller,Puzzle,Science,Mystery,Psychological,Indie,Alternate History,Walking Simulator",Moons of Madness,https://store.steampowered.com/app/1012840/Moons_of_Madness/
